id,codigo,nombre
"3755","22039010",Hermoso Campo
"3438","14112130",Villa de María
"5465","82070190",Progreso
"3816","22154030",Colonias Unidas
"5608","82119120",San Jerónimo Sud
"5155","74007040",Luján
"4762","58063020",Loncopué
"4121","34056030",Palo Santo
"3390","14098240",Sampacho
"5607","82119110",Roldán
"5797","86161030",Fernández
"4665","54077010",Capioví
"3799","22112030",San Bernardo
"3255","14042170",Villa María
"3346","14091120",La Falda
"3447","14119090",Laguna Larga
"4765","58077010",Andacollo
"3672","18035030",Perugorría
"4780","58091040",Rincón de los Sauces
"3607","14161160",Tancacha
"4737","58014020",San Patricio del Chañar
"4697","54091080",Oberá
"3735","18175010",Sauce
"3059","10070070",Icaño
"3288","14063020",Arias
"3344","14091100",Huerta Grande
"5383","82042280",Teodelina
"5350","82028230",Villa Constitución
"5363","82042080",Chovet
"2403","06021010",Alberti
"2725","06505040",Magdalena
"4751","58035110",Senillosa
"3295","14063090",Corral de Bustos
"3540","14140370",Saturnino María Laspiur
"5412","82056030",Cañada de Gómez
"3327","14084030",Laboulaye
"4097","34035100",Las Lomitas
"5518","82084310",Villa Gobernador Gálvez
"3879","26077030",Rawson
"2780","06595070",Olavarría
"5380","82042250",San Gregorio
"4623","54035020",Concepción de la Sierra
"4671","54077060",Puerto Rico
"5386","82042310",Wheelwright
"5385","82042300",Villa Cañás
"3677","18056010",Alvear
"2915","06770050",San Pedro
"3744","22014040",Las Palmas
"4223","38070030",El Talar
"2645","06392070",Pichincha
"2647","06392090",Santa Eleodora
"2648","06392100",Santa Regina
"2649","06392110",Villa Saboya
"2650","06392120",Villa Sauze
"2651","06399010",Arroyo Venado
"2653","06399030",Garré
"3321","14077050",San Gerónimo
"2666","06413055",Paraje La Agraria
"2713","06483030",Laguna de Lobos
"3369","14098030",Alcira Gigena
"2655","06399050",Laguna Alsina
"2657","06406020",Herrera Vegas
"2661","06413010",Agustín Roca
"2662","06413020",Agustina
"2663","06413030",Balneario Laguna de Gómez
"2664","06413040",Fortín Tiburcio
"2667","06413060",Laplacette
"2668","06413070",Morse
"2669","06413080",Saforcada
"2676","06441010",Country Club El Rodeo
"2677","06441020",Ignacio Correas
"2679","06441040",Lomas de Copello
"2682","06448020",Pueblo Nuevo
"2683","06448030",Pueblo San Jorge
"2684","06455010",Coronel Boerr
"2685","06455020",El Trigo
"2687","06455040",Pardo
"2688","06462010",Alberdi Viejo
"2690","06462030",Fortín Acha
"2706","06476020",Licenciado Matienzo
"2736","06518050",Mar de Cobo
"2709","06476050",San Manuel
"2774","06588120",Villa Fournier
"2710","06476060",Tamangueyú
"2711","06483010",Antonio Carboni
"2712","06483020",Elvira
"2770","06588080",Morea
"2771","06588090",Norumbega
"2773","06588110",Patricios
"2775","06595010",Blancagrande
"2795","06609020",San Esteban
"2776","06595030",Colonia Nievas
"2777","06595040",Colonia San Miguel
"2778","06595050",Espigas
"2781","06595080",Recalde
"2782","06595090",Santa Luisa
"2786","06595130",Villa La Serranía
"2787","06602010",Bahía San Blas
"2788","06602020",Cardenal Cagliero
"2790","06602040",José B. Casas
"2791","06602050",Juan A. Pradere
"2796","06609030",Francisco Madero
"2792","06602060",Stroeder
"3058","10070060",Esquiú
"2794","06609010",Capitán Castro
